unique_reference_number,authority_code,establishment_type_code,pupil_number,pupil_boys,pupil_girls,gender_type,gender_category,religious_type,religious_classification,percent_pupil_boys,percent_pupil_girls,percent_ehc_plan,percent_sen_support,percent_english_language,percent_not_english_language,percent_free_school_meals,rating
142991,861,34,465,224,241,3,Mixed,2,Not applicable,48,51,2,13,92,7,39,Good
142992,861,34,224,107,117,3,Mixed,2,Not applicable,47,52,2,9,89,10,33,Good
142993,935,34,248,119,129,3,Mixed,2,Not applicable,48,52,1,14,51,48,14,Good
142994,935,34,94,50,44,3,Mixed,1,Church of England,53,46,2,13,96,3,9,Good
142996,394,34,139,61,78,3,Mixed,2,Not applicable,43,56,2,33,96,3,46,Good
142997,394,34,214,106,108,3,Mixed,2,Not applicable,49,50,2,16,98,1,18,Good
142998,936,34,212,121,91,3,Mixed,2,Not applicable,57,42,12,5,93,6,12,Good
142999,936,34,375,206,169,3,Mixed,2,Not applicable,54,45,8,9,92,7,12,Good
143000,936,34,206,112,94,3,Mixed,2,Not applicable,54,45,9,13,83,17,17,Good
143001,936,34,244,129,115,3,Mixed,2,Not applicable,52,47,2,9,68,32,5,Outstanding
143003,384,34,302,157,145,3,Mixed,2,Not applicable,52,48,3,23,95,4,26,Good
143004,865,34,142,65,77,3,Mixed,1,Church of England,45,54,0,13,97,2,7,Good
143005,865,34,441,213,228,3,Mixed,2,Not applicable,48,51,3,14,96,3,20,Requires improvement
143006,865,34,444,230,214,3,Mixed,1,Church of England,51,48,2,19,93,5,5,Good
143007,865,34,176,79,97,3,Mixed,1,Church of England,44,55,1,23,84,15,6,Requires improvement
143009,865,34,86,47,39,3,Mixed,1,Church of England,54,45,0,17,96,3,10,Good
143010,800,34,181,91,90,3,Mixed,2,Not applicable,50,49,1,7,84,15,7,Good
143011,895,34,414,225,189,3,Mixed,2,Not applicable,54,45,2,12,95,3,3,Outstanding
143012,861,34,231,107,124,3,Mixed,2,Not applicable,46,53,0,5,96,3,6,Good
143013,866,44,114,87,27,3,Mixed,2,Not applicable,76,23,100,0,74,24,43,Good
143014,866,44,155,117,38,3,Mixed,2,Not applicable,75,24,100,0,78,21,38,Outstanding
143015,892,34,235,105,130,3,Mixed,1,Church of England,44,55,0,8,86,13,49,Good
143016,908,34,106,52,54,3,Mixed,2,Not applicable,49,50,0,10,98,1,11,Good
143020,206,35,265,131,134,3,Mixed,2,Not applicable,49,50,0,6,69,30,22,Outstanding
143021,802,34,272,132,140,3,Mixed,1,Church of England,48,51,2,7,95,4,8,Good
143022,318,35,748,482,266,3,Mixed,2,Not applicable,64,35,2,14,71,28,19,Good
143025,940,28,423,214,209,3,Mixed,2,Not applicable,50,49,2,20,76,23,34,Good
143026,350,10,53,42,11,3,Mixed,2,Not applicable,79,20,56,32,0,0,0,Good
143030,350,34,480,241,239,3,Mixed,2,Not applicable,50,49,2,21,91,8,59,Good
143031,350,34,260,122,138,3,Mixed,2,Not applicable,46,53,3,17,98,1,23,Good
143032,380,34,323,158,165,3,Mixed,4,Roman Catholic,48,51,4,11,87,12,25,Good
143033,305,34,417,212,205,3,Mixed,2,Not applicable,50,49,3,7,84,15,5,Outstanding
143034,845,34,654,351,303,3,Mixed,1,Church of England,53,46,0,17,85,14,38,Good
143035,845,34,1077,571,506,3,Mixed,1,Church of England,53,47,0,8,94,5,23,Good
143036,308,11,37,29,8,3,Mixed,2,Not applicable,78,21,35,10,0,0,0,Good
143038,333,11,79,55,24,3,Mixed,2,Not applicable,69,30,15,21,0,0,0,Outstanding
143039,330,11,22,12,10,3,Mixed,2,Not applicable,54,45,13,0,0,0,0,Good
143040,330,11,9,8,1,3,Mixed,2,Not applicable,88,11,0,0,0,0,0,Outstanding
143041,888,11,2,2,0,3,Mixed,2,Not applicable,100,0,50,0,0,0,0,Good
143046,846,11,141,70,71,3,Mixed,2,Not applicable,49,50,2,3,0,0,0,Good
143049,392,11,7,6,1,3,Mixed,2,Not applicable,85,14,71,28,0,0,0,Good
143050,935,28,90,45,45,3,Mixed,1,Church of England,50,50,3,10,100,0,28,Good
143051,334,28,190,90,100,3,Mixed,2,Not applicable,47,52,2,11,73,26,28,Good
143052,373,28,442,216,226,3,Mixed,2,Not applicable,48,51,2,19,35,64,46,Good
143053,926,28,213,103,110,3,Mixed,2,Not applicable,48,51,3,13,96,3,11,Good
143054,372,34,302,157,145,3,Mixed,2,Not applicable,52,48,2,7,98,2,8,Good
143055,372,34,182,99,83,3,Mixed,2,Not applicable,54,45,1,16,98,1,31,Good
143056,935,34,63,33,30,3,Mixed,1,Church of England,52,47,1,20,92,7,11,Good
143057,372,34,278,136,142,3,Mixed,2,Not applicable,48,51,5,19,86,14,17,Good
143058,877,34,248,128,120,3,Mixed,2,Not applicable,51,48,0,7,93,6,20,Good
143060,892,34,234,117,117,3,Mixed,2,Not applicable,50,50,0,14,72,27,43,Good
143061,373,34,428,216,212,3,Mixed,2,Not applicable,50,49,1,19,21,78,48,Good
143062,355,44,169,130,39,3,Mixed,2,Not applicable,76,23,97,2,75,24,59,Outstanding
143066,926,34,65,35,30,3,Mixed,2,Not applicable,53,46,3,10,100,0,10,Good
143067,879,34,407,218,189,3,Mixed,2,Not applicable,53,46,0,13,98,1,20,Outstanding
143069,935,34,72,33,39,3,Mixed,2,Not applicable,45,54,1,12,98,1,21,Good
143070,935,34,86,43,43,3,Mixed,1,Church of England,50,50,1,18,96,3,12,Good
143071,935,34,86,44,42,3,Mixed,1,Church of England,51,48,0,9,94,5,8,Good
143072,877,34,213,109,104,3,Mixed,2,Not applicable,51,48,0,12,86,13,9,Good
143073,886,34,365,178,187,3,Mixed,2,Not applicable,48,51,1,32,71,28,57,Good
143074,935,34,71,34,37,3,Mixed,2,Not applicable,47,52,5,15,95,4,16,Good
143075,886,34,194,102,92,3,Mixed,2,Not applicable,52,47,0,16,98,1,18,Good
143076,940,34,197,83,114,3,Mixed,2,Not applicable,42,57,1,7,98,1,10,Good
143077,808,34,189,110,79,3,Mixed,2,Not applicable,58,41,3,7,98,1,16,Good
143078,384,34,274,138,136,3,Mixed,2,Not applicable,50,49,2,17,97,2,16,Good
143082,302,34,1020,559,461,3,Mixed,4,Roman Catholic,54,45,0,12,41,58,35,Good
143083,800,34,430,219,211,3,Mixed,1,Church of England,50,49,4,9,96,3,5,Outstanding
143084,822,34,116,56,60,3,Mixed,2,Not applicable,48,51,2,3,98,1,6,Good
143085,303,34,207,100,107,3,Mixed,2,Not applicable,48,51,1,3,95,4,3,Good
143086,330,34,435,244,191,3,Mixed,2,Not applicable,56,43,1,13,30,69,65,Good
143087,330,34,655,322,333,3,Mixed,2,Not applicable,49,50,0,14,67,32,58,Good
143088,330,28,338,162,176,3,Mixed,2,Not applicable,47,52,1,18,66,33,54,Good
143089,330,34,347,170,177,3,Mixed,2,Not applicable,49,51,2,15,33,66,57,Requires improvement
143090,330,34,845,466,379,3,Mixed,2,Not applicable,55,44,1,16,42,57,38,Requires improvement
143091,330,34,256,139,117,3,Mixed,2,Not applicable,54,45,22,13,90,9,67,Good
143092,380,34,425,208,217,3,Mixed,2,Not applicable,48,51,1,18,80,19,32,Requires improvement
143094,380,34,789,375,414,3,Mixed,2,Not applicable,47,52,1,25,29,70,33,Good
143095,380,34,432,216,216,3,Mixed,2,Not applicable,50,50,4,28,38,61,50,Good
143096,380,34,526,249,277,3,Mixed,2,Not applicable,47,52,1,15,5,94,26,Outstanding
143097,305,34,396,172,224,3,Mixed,1,Church of England,43,56,1,11,89,10,8,Outstanding
143099,908,34,230,118,112,3,Mixed,1,Church of England,51,48,0,12,99,0,17,Good
143100,802,34,414,215,199,3,Mixed,1,Church of England,51,48,0,6,97,2,13,Good
143101,336,35,1468,758,710,3,Mixed,3,Other religion,51,48,3,12,50,49,25,Good
143103,204,38,9,8,1,3,Mixed,2,Not applicable,88,11,100,0,55,44,88,Outstanding
143104,358,35,757,393,364,3,Mixed,2,Not applicable,51,48,4,6,76,23,18,Good
143107,370,28,230,118,112,3,Mixed,2,Not applicable,51,48,5,20,63,37,50,Good
143108,800,28,201,106,95,3,Mixed,2,Not applicable,52,47,19,21,83,16,50,Requires improvement
143110,305,34,686,353,333,3,Mixed,2,Not applicable,51,48,2,13,84,15,18,Good
143111,873,44,135,101,34,3,Mixed,2,Not applicable,74,25,100,0,91,8,38,Good
143114,380,28,1344,729,615,3,Mixed,2,Not applicable,54,45,3,15,88,11,37,Good
143115,381,28,436,215,221,3,Mixed,2,Not applicable,49,50,6,33,92,7,60,Requires improvement
143116,942,28,188,88,100,3,Mixed,2,Not applicable,46,53,1,9,98,1,26,Good
143118,307,28,194,103,91,3,Mixed,2,Not applicable,53,46,7,9,35,64,48,Good
143119,845,28,372,212,160,3,Mixed,1,Church of England,57,43,1,7,97,3,24,Good
143120,845,28,164,85,79,3,Mixed,2,Not applicable,51,48,1,18,86,14,43,Good
143121,881,28,172,95,77,3,Mixed,2,Not applicable,55,44,2,31,98,1,75,Requires improvement
143122,881,28,186,94,92,3,Mixed,2,Not applicable,50,49,2,21,89,10,48,Good
143123,881,28,201,102,99,3,Mixed,2,Not applicable,50,49,2,12,97,3,14,Good
143124,881,28,198,92,106,3,Mixed,2,Not applicable,46,53,2,18,80,19,44,Good
143125,881,28,704,337,367,3,Mixed,2,Not applicable,47,52,2,14,85,14,44,Good
143126,881,28,653,340,313,3,Mixed,2,Not applicable,52,47,2,12,85,14,42,Good
143127,881,28,363,175,188,3,Mixed,2,Not applicable,48,51,1,22,84,15,47,Good
143128,881,28,695,342,353,3,Mixed,2,Not applicable,49,50,3,10,83,17,34,Outstanding
143129,205,28,532,309,223,3,Mixed,2,Not applicable,58,41,3,13,51,48,51,Good
143130,311,43,11,9,2,3,Mixed,2,Not applicable,81,18,0,81,81,18,54,Good
143131,919,28,707,357,350,3,Mixed,2,Not applicable,50,49,3,15,90,9,25,Good
143132,925,28,92,57,35,3,Mixed,2,Not applicable,62,38,4,16,100,0,57,Good
143133,315,28,178,78,100,3,Mixed,2,Not applicable,43,56,2,10,32,67,39,Good
143135,926,28,205,121,84,3,Mixed,2,Not applicable,59,41,2,16,97,2,15,Good
143136,802,28,242,132,110,3,Mixed,1,Church of England,54,45,2,15,90,9,18,Good
143137,802,28,1348,700,648,3,Mixed,2,Not applicable,51,48,1,9,91,8,26,Requires improvement
143138,815,28,778,407,371,3,Mixed,2,Not applicable,52,47,1,14,94,5,17,Outstanding
143139,815,28,100,47,53,3,Mixed,2,Not applicable,47,53,1,11,94,6,26,Good
143140,891,28,371,204,167,3,Mixed,2,Not applicable,55,45,1,9,94,5,47,Good
143141,372,28,978,470,508,3,Mixed,2,Not applicable,48,51,3,14,96,3,29,Good
143142,893,28,682,323,358,3,Mixed,2,Not applicable,47,52,1,20,97,1,22,Good
143144,882,28,794,424,370,3,Mixed,2,Not applicable,53,46,2,14,88,11,42,Requires improvement
143145,808,28,468,243,225,3,Mixed,2,Not applicable,51,48,4,13,96,3,55,Good
143146,808,28,562,300,262,3,Mixed,2,Not applicable,53,46,7,22,96,3,59,Good
143147,935,28,227,119,108,3,Mixed,1,Church of England,52,47,1,8,99,0,20,Good
143149,883,28,208,112,96,3,Mixed,2,Not applicable,53,46,4,10,80,19,44,Good
143150,336,43,22,20,2,3,Mixed,2,Not applicable,90,9,13,86,90,9,86,Good
143151,336,28,354,186,168,3,Mixed,2,Not applicable,52,47,1,9,70,29,51,Outstanding
143152,336,28,697,364,333,3,Mixed,2,Not applicable,52,47,1,9,81,18,51,Outstanding
143153,895,34,415,224,191,3,Mixed,2,Not applicable,54,46,3,20,69,30,56,Good
143155,895,34,193,96,97,3,Mixed,1,Church of England,49,50,1,10,97,2,6,Good
143156,895,34,374,211,163,3,Mixed,2,Not applicable,56,43,3,7,76,23,22,Good
143157,895,34,92,46,46,3,Mixed,2,Not applicable,50,50,4,7,94,5,16,Good
143158,895,34,114,50,64,3,Mixed,1,Church of England,43,56,5,8,97,2,13,Good
143159,895,34,171,95,76,3,Mixed,1,Church of England,55,44,1,8,90,9,12,Good
143160,895,34,254,135,119,3,Mixed,2,Not applicable,53,46,3,6,98,2,11,Good
143164,896,34,144,81,63,3,Mixed,2,Not applicable,56,43,3,20,68,30,29,Requires improvement
143165,908,34,181,101,80,3,Mixed,2,Not applicable,55,44,2,16,82,17,36,Good
143166,908,44,100,66,34,3,Mixed,2,Not applicable,66,34,100,0,97,3,49,Outstanding
143167,908,44,94,63,31,3,Mixed,2,Not applicable,67,33,100,0,98,1,61,Good
143168,908,34,193,91,102,3,Mixed,2,Not applicable,47,52,3,10,97,2,13,Good
143169,908,34,174,81,93,3,Mixed,2,Not applicable,46,53,1,10,100,0,12,Good
143170,908,34,185,96,89,3,Mixed,2,Not applicable,51,48,1,14,95,4,14,Requires improvement
143171,908,34,207,104,103,3,Mixed,2,Not applicable,50,49,2,16,96,3,17,Good
143172,908,34,372,215,157,3,Mixed,1,Church of England,57,42,1,16,87,12,20,Good
143173,908,44,97,69,28,3,Mixed,2,Not applicable,71,28,97,2,96,3,47,Good
143174,330,11,14,12,2,3,Mixed,2,Not applicable,85,14,85,14,0,0,0,Inadequate
143175,212,33,120,120,0,1,Boys,2,Not applicable,100,0,100,0,93,6,84,Good
143176,908,34,182,102,80,3,Mixed,2,Not applicable,56,44,1,14,94,5,28,Good
143177,331,34,431,221,210,3,Mixed,2,Not applicable,51,48,0,15,26,73,41,Good
143178,306,34,541,280,261,3,Mixed,2,Not applicable,51,48,2,10,57,42,36,Good
143179,830,34,94,53,41,3,Mixed,2,Not applicable,56,43,5,17,98,1,73,Requires improvement
143180,830,34,172,77,95,3,Mixed,1,Church of England,44,55,0,15,91,8,29,Good
143182,878,34,42,25,17,3,Mixed,2,Not applicable,59,40,11,19,100,0,33,Good
143183,878,34,557,274,283,3,Mixed,1,Church of England,49,50,4,18,94,5,22,Good
143184,878,34,196,91,105,3,Mixed,2,Not applicable,46,53,2,11,99,0,14,Good
143185,878,34,45,15,30,3,Mixed,1,Church of England,33,66,2,17,88,11,48,Good
143186,878,34,109,52,57,3,Mixed,1,Church of England,47,52,0,13,100,0,11,Requires improvement
143187,878,34,28,15,13,3,Mixed,1,Church of England,53,46,0,14,100,0,26,Good
143188,878,34,472,249,223,3,Mixed,2,Not applicable,52,47,2,12,94,5,8,Good
143189,878,34,152,82,70,3,Mixed,2,Not applicable,53,46,1,11,97,2,3,Good
143190,878,34,98,54,44,3,Mixed,1,Church of England,55,44,2,14,95,4,12,Good
143191,878,34,198,96,102,3,Mixed,2,Not applicable,48,51,4,16,70,28,30,Good
143192,878,34,89,41,48,3,Mixed,1,Church of England,46,53,1,5,97,2,4,Good
143193,878,34,494,270,224,3,Mixed,2,Not applicable,54,45,3,17,85,15,16,Good
143194,371,34,429,218,211,3,Mixed,2,Not applicable,50,49,0,14,33,66,59,Good
143195,332,34,230,104,126,3,Mixed,2,Not applicable,45,54,1,15,91,8,15,Good
143196,332,34,242,133,109,3,Mixed,2,Not applicable,55,45,10,13,85,14,50,Good
143197,308,34,1816,912,904,3,Mixed,2,Not applicable,50,49,2,11,36,63,37,Good
143198,308,34,1097,574,523,3,Mixed,2,Not applicable,52,47,2,17,29,71,40,Good
143199,308,34,500,248,252,3,Mixed,2,Not applicable,49,50,5,7,77,22,22,Good
143200,308,34,551,282,269,3,Mixed,2,Not applicable,51,48,5,14,36,63,55,Good
143202,308,34,548,297,251,3,Mixed,2,Not applicable,54,45,8,7,49,50,54,Good
143203,881,34,467,240,227,3,Mixed,2,Not applicable,51,48,2,11,90,9,55,Good
143204,881,34,359,183,176,3,Mixed,2,Not applicable,51,49,1,13,93,6,35,Good
143205,881,34,514,245,269,3,Mixed,2,Not applicable,47,52,2,3,76,23,23,Good
143206,881,34,684,374,310,3,Mixed,2,Not applicable,54,45,2,5,83,16,27,Good
143207,916,34,229,112,117,3,Mixed,2,Not applicable,48,51,2,10,96,3,13,Good
143208,916,34,198,105,93,3,Mixed,1,Church of England,53,47,2,17,99,1,9,Good
143209,203,34,430,238,192,3,Mixed,2,Not applicable,55,44,2,12,71,28,21,Good
143212,205,34,229,122,107,3,Mixed,2,Not applicable,53,46,12,12,53,46,30,Good
143213,205,34,265,147,118,3,Mixed,2,Not applicable,55,44,3,13,33,66,46,Good
143214,205,34,191,84,107,3,Mixed,2,Not applicable,44,56,6,18,66,34,48,Good
143215,805,34,381,197,184,3,Mixed,2,Not applicable,51,48,2,12,97,2,51,Good
143216,311,34,416,216,200,3,Mixed,2,Not applicable,51,48,2,7,71,28,14,Good
143217,206,44,236,180,56,3,Mixed,2,Not applicable,76,23,100,0,56,43,70,Outstanding
143218,886,34,719,383,336,3,Mixed,2,Not applicable,53,46,4,11,66,33,30,Good
143219,886,34,891,458,433,3,Mixed,2,Not applicable,51,48,3,20,64,35,40,Good
143222,810,42,49,30,19,3,Mixed,2,Not applicable,61,38,67,30,98,2,61,Outstanding
143223,810,34,226,124,102,3,Mixed,2,Not applicable,54,45,2,23,34,65,41,Good
143224,810,34,280,147,133,3,Mixed,2,Not applicable,52,47,5,19,95,4,36,Good
143225,810,34,474,248,226,3,Mixed,2,Not applicable,52,47,2,19,54,46,56,Good
143226,810,34,237,125,112,3,Mixed,2,Not applicable,52,47,2,11,56,43,46,Good
143227,382,44,63,63,0,3,Mixed,2,Not applicable,100,0,100,0,98,1,82,Good
143228,382,34,173,75,98,3,Mixed,1,Church of England,43,56,1,11,99,0,6,Good
143230,382,34,157,90,67,3,Mixed,2,Not applicable,57,42,0,14,99,0,17,Good
143231,382,34,362,187,175,3,Mixed,2,Not applicable,51,48,3,9,96,3,38,Good
143238,383,34,1406,725,681,3,Mixed,2,Not applicable,51,48,2,13,98,1,19,Good
143239,383,34,206,102,104,3,Mixed,2,Not applicable,49,50,0,15,92,7,27,Good
143240,383,34,371,180,191,3,Mixed,2,Not applicable,48,51,1,15,94,5,31,Requires improvement
143241,383,34,144,66,78,3,Mixed,2,Not applicable,45,54,1,19,98,1,16,Good
143242,383,34,429,221,208,3,Mixed,2,Not applicable,51,48,1,14,97,2,22,Good
143243,383,34,245,106,139,3,Mixed,2,Not applicable,43,56,0,9,96,3,12,Good
143244,856,34,353,178,175,3,Mixed,2,Not applicable,50,49,1,17,30,70,31,Good
143245,856,34,434,201,233,3,Mixed,2,Not applicable,46,53,4,13,75,24,61,Good
143246,856,34,379,199,180,3,Mixed,2,Not applicable,52,47,1,14,55,44,46,Requires improvement
143247,856,34,1344,696,648,3,Mixed,2,Not applicable,51,48,3,16,54,45,48,Good
143248,855,34,317,160,157,3,Mixed,2,Not applicable,50,49,1,9,80,19,17,Good
143249,855,34,95,50,45,3,Mixed,2,Not applicable,52,47,2,16,97,2,11,Good
143251,855,34,409,207,202,3,Mixed,2,Not applicable,50,49,1,8,97,2,5,Good
143252,855,34,83,44,39,3,Mixed,1,Church of England,53,47,4,7,95,4,8,Good
143253,855,34,104,53,51,3,Mixed,2,Not applicable,51,49,1,11,98,1,6,Good
143254,855,34,81,42,39,3,Mixed,1,Church of England,51,48,2,12,93,6,18,Good
143256,925,34,215,118,97,3,Mixed,1,Church of England,54,45,3,6,97,2,18,Good
143257,925,44,103,91,12,3,Mixed,2,Not applicable,88,11,100,0,96,3,47,Outstanding
143258,925,34,86,56,30,3,Mixed,1,Church of England,65,34,2,20,96,3,30,Good
143259,925,34,106,60,46,3,Mixed,1,Church of England,56,43,1,5,91,8,19,Good
143260,352,34,1923,991,932,3,Mixed,2,Not applicable,51,48,2,9,73,26,33,Good
143261,887,34,235,110,125,3,Mixed,2,Not applicable,46,53,0,14,88,11,17,Good
143262,887,34,573,308,265,3,Mixed,2,Not applicable,53,46,15,12,95,4,23,Good
143263,826,34,380,205,175,3,Mixed,2,Not applicable,53,46,1,10,93,6,16,Good
143265,826,34,433,223,210,3,Mixed,2,Not applicable,51,48,4,18,80,19,31,Good
143266,391,34,446,224,222,3,Mixed,2,Not applicable,50,49,1,10,60,39,38,Good
143267,391,34,322,154,168,3,Mixed,2,Not applicable,47,52,4,13,61,38,58,Good
143268,391,34,174,84,90,3,Mixed,2,Not applicable,48,51,6,20,74,25,58,Good
143269,391,34,202,86,116,3,Mixed,2,Not applicable,42,57,5,18,75,24,62,Good
143270,391,34,432,242,190,3,Mixed,2,Not applicable,56,44,4,10,71,28,28,Good
143271,391,34,229,101,128,3,Mixed,2,Not applicable,44,55,2,17,89,10,80,Good
143272,391,34,240,121,119,3,Mixed,2,Not applicable,50,49,1,13,97,2,52,Good
143273,391,34,207,115,92,3,Mixed,2,Not applicable,55,44,2,7,79,20,41,Good
143274,316,34,1311,776,535,3,Mixed,2,Not applicable,59,40,1,6,39,60,40,Outstanding
143275,316,44,72,59,13,3,Mixed,2,Not applicable,81,18,88,11,79,20,83,Good
143276,316,34,236,131,105,3,Mixed,2,Not applicable,55,44,8,19,36,63,37,Good
143278,926,34,1839,956,883,3,Mixed,2,Not applicable,52,48,1,11,91,8,13,Requires improvement
143279,926,34,345,166,179,3,Mixed,2,Not applicable,48,51,3,13,84,14,13,Good
143280,926,34,420,229,191,3,Mixed,2,Not applicable,54,45,0,5,90,9,8,Good
143281,812,34,180,100,80,3,Mixed,1,Church of England,55,44,3,17,96,3,46,Good
143282,802,34,415,207,208,3,Mixed,2,Not applicable,49,50,1,9,94,6,5,Good
143283,802,34,93,46,47,3,Mixed,1,Church of England,49,50,0,9,94,5,12,Good
143284,802,34,280,159,121,3,Mixed,2,Not applicable,56,43,0,3,94,5,6,Good
143285,802,34,622,323,299,3,Mixed,1,Church of England,51,48,1,7,96,3,7,Outstanding
143286,802,34,342,180,162,3,Mixed,2,Not applicable,52,47,0,9,94,5,14,Good
143287,815,34,299,155,144,3,Mixed,2,Not applicable,51,48,2,14,95,4,20,Good
143288,815,34,981,516,465,3,Mixed,2,Not applicable,52,47,3,12,95,4,22,Good
143289,815,34,112,66,46,3,Mixed,1,Church of England,58,41,0,9,92,7,8,Good
143290,815,34,225,97,128,3,Mixed,2,Not applicable,43,56,7,11,95,4,35,Good
143291,929,34,1298,669,629,3,Mixed,2,Not applicable,51,48,1,5,97,2,13,Good
143292,929,34,549,305,244,3,Mixed,2,Not applicable,55,44,1,13,96,3,14,Good
143293,891,34,251,116,135,3,Mixed,2,Not applicable,46,53,0,10,91,8,22,Good
143294,891,34,198,100,98,3,Mixed,1,Church of England,50,49,0,10,97,2,21,Good
143295,891,34,462,238,224,3,Mixed,2,Not applicable,51,48,0,13,90,9,30,Good
143296,891,34,680,338,342,3,Mixed,2,Not applicable,49,50,0,5,56,44,7,Good
143297,891,34,77,33,44,3,Mixed,1,Church of England,42,57,0,5,96,3,22,Good
143298,891,34,170,85,85,3,Mixed,2,Not applicable,50,50,3,8,84,15,45,Good
143299,891,34,307,164,143,3,Mixed,2,Not applicable,53,46,0,11,96,3,6,Good
143300,891,34,191,98,93,3,Mixed,2,Not applicable,51,48,0,9,90,9,6,Good
143301,891,34,425,210,215,3,Mixed,2,Not applicable,49,50,0,8,97,2,19,Good
143302,891,34,209,110,99,3,Mixed,2,Not applicable,52,47,1,4,87,12,5,Good
143303,891,34,197,101,96,3,Mixed,2,Not applicable,51,48,0,7,94,5,12,Good
143304,353,44,214,156,58,3,Mixed,2,Not applicable,72,27,100,0,51,47,44,Outstanding
143305,879,34,339,172,167,3,Mixed,2,Not applicable,50,49,2,13,94,5,35,Good
143306,879,34,268,146,122,3,Mixed,2,Not applicable,54,45,6,16,91,9,18,Good
143307,879,34,414,206,208,3,Mixed,2,Not applicable,49,50,1,12,91,8,17,Good
143308,879,34,411,213,198,3,Mixed,2,Not applicable,51,48,1,14,97,2,29,Good
143309,879,34,603,301,302,3,Mixed,2,Not applicable,49,50,1,13,96,4,15,Good
143310,879,34,242,129,113,3,Mixed,2,Not applicable,53,46,2,22,95,4,48,Good
143311,879,34,344,172,172,3,Mixed,2,Not applicable,50,50,6,16,88,11,48,Good
143312,879,34,388,200,188,3,Mixed,2,Not applicable,51,48,7,16,95,4,13,Good
143313,839,34,391,202,189,3,Mixed,2,Not applicable,51,48,0,12,88,11,16,Good
143314,839,34,460,215,245,3,Mixed,2,Not applicable,46,53,2,11,90,9,23,Good
143315,851,34,342,163,179,3,Mixed,2,Not applicable,47,52,2,14,83,17,16,Good
143316,851,34,479,239,240,3,Mixed,2,Not applicable,49,50,3,20,91,8,23,Good
143317,318,44,166,120,46,3,Mixed,2,Not applicable,72,27,98,0,69,30,41,Outstanding
143318,318,44,113,73,40,3,Mixed,2,Not applicable,64,35,98,1,62,37,32,Good
143319,354,34,1346,690,656,3,Mixed,2,Not applicable,51,48,1,10,91,8,31,Good
143320,372,34,234,107,127,3,Mixed,2,Not applicable,45,54,3,17,91,8,27,Good
143321,372,34,347,188,159,3,Mixed,2,Not applicable,54,45,2,17,98,1,22,Good
143322,333,34,798,392,406,3,Mixed,2,Not applicable,49,50,1,15,84,15,48,Good
143323,893,34,205,101,104,3,Mixed,1,Church of England,49,50,0,6,98,2,26,Good
143325,893,34,150,70,80,3,Mixed,1,Church of England,46,53,2,8,98,1,15,Good
143326,893,34,373,187,186,3,Mixed,2,Not applicable,50,49,2,14,91,8,18,Good
143327,871,34,870,468,402,3,Mixed,2,Not applicable,53,46,1,14,55,43,39,Requires improvement
143329,933,34,625,317,308,3,Mixed,1,Church of England,50,49,1,9,97,2,13,Good
143330,933,34,139,61,78,3,Mixed,1,Church of England,43,56,1,2,91,8,10,Good
143331,933,34,84,41,43,3,Mixed,1,Church of England,48,51,1,7,94,6,33,Good
143332,933,34,160,85,75,3,Mixed,1,Church of England,53,46,1,11,97,2,12,Good
143333,882,34,246,132,114,3,Mixed,2,Not applicable,53,46,0,11,95,4,21,Good
143334,882,34,436,250,186,3,Mixed,2,Not applicable,57,42,0,12,93,6,46,Good
143335,882,34,581,281,300,3,Mixed,2,Not applicable,48,51,2,13,85,14,42,Good
143336,882,34,536,277,259,3,Mixed,2,Not applicable,51,48,1,14,91,8,51,Good
